contig_length	plasmid_score	seed_score	plasmids_with_seed	false_seeds	plasmids_without_seed
950	0.28	-6	5	11	0
950	0.29	-6	5	11	0
950	0.3	-6	5	11	0
950	0.31	-6	5	11	0
950	0.32	-6	5	11	0
950	0.33	-6	5	11	0
950	0.34	-6	5	11	0
950	0.35	-6	5	11	0
950	0.36	-6	5	11	0
950	0.37	-6	5	11	0
950	0.38	-6	5	11	0
950	0.39	-6	5	11	0
950	0.4	-6	5	11	0
950	0.41	-5	5	10	0
950	0.42	-4	5	9	0
950	0.43	-4	5	9	0
950	0.44	-4	5	9	0
950	0.45	-4	5	9	0
950	0.46	-4	5	9	0
950	0.47	-4	5	9	0
950	0.48	-3	5	8	0
950	0.49	-3	5	8	0
950	0.5	-3	5	8	0
950	0.51	-3	5	8	0
950	0.52	-3	5	8	0
950	0.53	-3	5	8	0
950	0.54	-3	5	8	0
950	0.55	-3	5	8	0
950	0.56	-3	5	8	0
950	0.57	-3	5	8	0
950	0.58	-3	5	8	0
950	0.59	-3	5	8	0
950	0.6	-3	5	8	0
950	0.61	-3	5	8	0
950	0.62	-3	5	8	0
950	0.63	-3	5	8	0
950	0.64	-3	5	8	0
950	0.65	-3	5	8	0
950	0.66	-3	5	8	0
950	0.67	-3	5	8	0
950	0.68	-3	5	8	0
950	0.69	-3	5	8	0
950	0.7	-3	5	8	0
950	0.71	-3	5	8	0
950	0.72	-3	5	8	0
950	0.73	-2	5	7	0
950	0.74	-2	5	7	0
950	0.75	-2	5	7	0
950	0.76	-2	5	7	0
950	0.77	-2	5	7	0
950	0.78	-2	5	7	0
950	0.79	-2	5	7	0
950	0.8	-2	5	7	0
950	0.81	-2	5	7	0
950	0.82	-2	5	7	0
950	0.83	-2	5	7	0
950	0.84	-2	5	7	0
950	0.85	-2	5	7	0
950	0.86	-2	5	7	0
950	0.87	-2	5	7	0
950	0.88	-2	5	7	0
950	0.89	-2	5	7	0
950	0.9	-2	5	7	0
950	0.91	-2	5	7	0
950	0.92	-2	5	7	0
950	0.93	-4	3	7	2
950	0.94	-5	1	6	4
950	0.95	-3	1	4	4
950	0.96	-3	1	4	4
950	0.97	-3	1	4	4
950	0.98	-3	1	4	4
950	0.99	-2	1	3	4
950	1.0	-2	1	3	4
1000	0.01	-13	5	18	0
1000	0.02	-10	5	15	0
1000	0.03	-10	5	15	0
1000	0.04	-9	5	14	0
1000	0.05	-8	5	13	0
1000	0.06	-8	5	13	0
1000	0.07	-7	5	12	0
1000	0.08	-7	5	12	0
1000	0.09	-7	5	12	0
1000	0.1	-7	5	12	0
1000	0.11	-7	5	12	0
1000	0.12	-7	5	12	0
1000	0.13	-7	5	12	0
1000	0.14	-7	5	12	0
1000	0.15	-7	5	12	0
1000	0.16	-7	5	12	0
1000	0.17	-7	5	12	0
1000	0.18	-7	5	12	0
1000	0.19	-7	5	12	0
1000	0.2	-7	5	12	0
1000	0.21	-7	5	12	0
1000	0.22	-7	5	12	0
1000	0.23	-7	5	12	0
1000	0.24	-7	5	12	0
1000	0.25	-7	5	12	0
1000	0.26	-7	5	12	0
1000	0.27	-6	5	11	0
1000	0.28	-6	5	11	0
1000	0.29	-6	5	11	0
1000	0.3	-6	5	11	0
1000	0.31	-6	5	11	0
1000	0.32	-6	5	11	0
1000	0.33	-6	5	11	0
1000	0.34	-6	5	11	0
1000	0.35	-6	5	11	0
1000	0.36	-6	5	11	0
1000	0.37	-6	5	11	0
1000	0.38	-6	5	11	0
1000	0.39	-6	5	11	0
1000	0.4	-6	5	11	0
1000	0.41	-5	5	10	0
1000	0.42	-4	5	9	0
1000	0.43	-4	5	9	0
1000	0.44	-4	5	9	0
1000	0.45	-4	5	9	0
1000	0.46	-4	5	9	0
1000	0.47	-4	5	9	0
1000	0.48	-3	5	8	0
1000	0.49	-3	5	8	0
1000	0.5	-3	5	8	0
1000	0.51	-3	5	8	0
1000	0.52	-3	5	8	0
1000	0.53	-3	5	8	0
1000	0.54	-3	5	8	0
1000	0.55	-3	5	8	0
1000	0.56	-3	5	8	0
1000	0.57	-3	5	8	0
1000	0.58	-3	5	8	0
1000	0.59	-3	5	8	0
1000	0.6	-3	5	8	0
1000	0.61	-3	5	8	0
1000	0.62	-3	5	8	0
1000	0.63	-3	5	8	0
1000	0.64	-3	5	8	0
1000	0.65	-3	5	8	0
1000	0.66	-3	5	8	0
1000	0.67	-3	5	8	0
1000	0.68	-3	5	8	0
1000	0.69	-3	5	8	0
1000	0.7	-3	5	8	0
1000	0.71	-3	5	8	0
1000	0.72	-3	5	8	0
1000	0.73	-2	5	7	0
1000	0.74	-2	5	7	0
1000	0.75	-2	5	7	0
1000	0.76	-2	5	7	0
1000	0.77	-2	5	7	0
1000	0.78	-2	5	7	0
1000	0.79	-2	5	7	0
1000	0.8	-2	5	7	0
1000	0.81	-2	5	7	0
1000	0.82	-2	5	7	0
1000	0.83	-2	5	7	0
1000	0.84	-2	5	7	0
1000	0.85	-2	5	7	0
1000	0.86	-2	5	7	0
1000	0.87	-2	5	7	0
1000	0.88	-2	5	7	0
1000	0.89	-2	5	7	0
1000	0.9	-2	5	7	0
1000	0.91	-2	5	7	0
1000	0.92	-2	5	7	0
1000	0.93	-4	3	7	2
1000	0.94	-5	1	6	4
1000	0.95	-3	1	4	4
1000	0.96	-3	1	4	4
1000	0.97	-3	1	4	4
1000	0.98	-3	1	4	4
1000	0.99	-2	1	3	4
1000	1.0	-2	1	3	4
1050	0.01	-13	5	18	0
1050	0.02	-10	5	15	0
1050	0.03	-10	5	15	0
1050	0.04	-9	5	14	0
1050	0.05	-8	5	13	0
1050	0.06	-8	5	13	0
1050	0.07	-7	5	12	0
1050	0.08	-7	5	12	0
1050	0.09	-7	5	12	0
1050	0.1	-7	5	12	0
1050	0.11	-7	5	12	0
1050	0.12	-7	5	12	0
1050	0.13	-7	5	12	0
1050	0.14	-7	5	12	0
1050	0.15	-7	5	12	0
1050	0.16	-7	5	12	0
1050	0.17	-7	5	12	0
1050	0.18	-7	5	12	0
1050	0.19	-7	5	12	0
1050	0.2	-7	5	12	0
1050	0.21	-7	5	12	0
1050	0.22	-7	5	12	0
1050	0.23	-7	5	12	0
1050	0.24	-7	5	12	0
1050	0.25	-7	5	12	0
1050	0.26	-7	5	12	0
1050	0.27	-6	5	11	0
1050	0.28	-6	5	11	0
1050	0.29	-6	5	11	0
1050	0.3	-6	5	11	0
1050	0.31	-6	5	11	0
1050	0.32	-6	5	11	0
1050	0.33	-6	5	11	0
1050	0.34	-6	5	11	0
1050	0.35	-6	5	11	0
1050	0.36	-6	5	11	0
1050	0.37	-6	5	11	0
1050	0.38	-6	5	11	0
1050	0.39	-6	5	11	0
1050	0.4	-6	5	11	0
1050	0.41	-5	5	10	0
1050	0.42	-4	5	9	0
1050	0.43	-4	5	9	0
1050	0.44	-4	5	9	0
1050	0.45	-4	5	9	0
1050	0.46	-4	5	9	0
1050	0.47	-4	5	9	0
1050	0.48	-3	5	8	0
1050	0.49	-3	5	8	0
1050	0.5	-3	5	8	0
1050	0.51	-3	5	8	0
1050	0.52	-3	5	8	0
1050	0.53	-3	5	8	0
1050	0.54	-3	5	8	0
1050	0.55	-3	5	8	0
1050	0.56	-3	5	8	0
1050	0.57	-3	5	8	0
1050	0.58	-3	5	8	0
1050	0.59	-3	5	8	0
1050	0.6	-3	5	8	0
1050	0.61	-3	5	8	0
1050	0.62	-3	5	8	0
1050	0.63	-3	5	8	0
1050	0.64	-3	5	8	0
1050	0.65	-3	5	8	0
1050	0.66	-3	5	8	0
1050	0.67	-3	5	8	0
1050	0.68	-3	5	8	0
1050	0.69	-3	5	8	0
1050	0.7	-3	5	8	0
1050	0.71	-3	5	8	0
1050	0.72	-3	5	8	0
1050	0.73	-2	5	7	0
1050	0.74	-2	5	7	0
1050	0.75	-2	5	7	0
1050	0.76	-2	5	7	0
1050	0.77	-2	5	7	0
1050	0.78	-2	5	7	0
1050	0.79	-2	5	7	0
1050	0.8	-2	5	7	0
1050	0.81	-2	5	7	0
1050	0.82	-2	5	7	0
1050	0.83	-2	5	7	0
1050	0.84	-2	5	7	0
1050	0.85	-2	5	7	0
1050	0.86	-2	5	7	0
1050	0.87	-2	5	7	0
1050	0.88	-2	5	7	0
1050	0.89	-2	5	7	0
1050	0.9	-2	5	7	0
1050	0.91	-2	5	7	0
1050	0.92	-2	5	7	0
1050	0.93	-4	3	7	2
1050	0.94	-5	1	6	4
1050	0.95	-3	1	4	4
1050	0.96	-3	1	4	4
1050	0.97	-3	1	4	4
1050	0.98	-3	1	4	4
1050	0.99	-2	1	3	4
1050	1.0	-2	1	3	4
1100	0.01	-13	5	18	0
1100	0.02	-10	5	15	0
1100	0.03	-10	5	15	0
1100	0.04	-9	5	14	0
1100	0.05	-8	5	13	0
1100	0.06	-8	5	13	0
1100	0.07	-7	5	12	0
1100	0.08	-7	5	12	0
1100	0.09	-7	5	12	0
1100	0.1	-7	5	12	0
1100	0.11	-7	5	12	0
1100	0.12	-7	5	12	0
1100	0.13	-7	5	12	0
1100	0.14	-7	5	12	0
1100	0.15	-7	5	12	0
1100	0.16	-7	5	12	0
1100	0.17	-7	5	12	0
1100	0.18	-7	5	12	0
1100	0.19	-7	5	12	0
1100	0.2	-7	5	12	0
1100	0.21	-7	5	12	0
1100	0.22	-7	5	12	0
1100	0.23	-7	5	12	0
1100	0.24	-7	5	12	0
1100	0.25	-7	5	12	0
1100	0.26	-7	5	12	0
1100	0.27	-6	5	11	0
1100	0.28	-6	5	11	0
1100	0.29	-6	5	11	0
1100	0.3	-6	5	11	0
1100	0.31	-6	5	11	0
1100	0.32	-6	5	11	0
1100	0.33	-6	5	11	0
1100	0.34	-6	5	11	0
1100	0.35	-6	5	11	0
1100	0.36	-6	5	11	0
1100	0.37	-6	5	11	0
1100	0.38	-6	5	11	0
1100	0.39	-6	5	11	0
1100	0.4	-6	5	11	0
1100	0.41	-5	5	10	0
1100	0.42	-4	5	9	0
1100	0.43	-4	5	9	0
1100	0.44	-4	5	9	0
1100	0.45	-4	5	9	0
1100	0.46	-4	5	9	0
1100	0.47	-4	5	9	0
1100	0.48	-3	5	8	0
1100	0.49	-3	5	8	0
1100	0.5	-3	5	8	0
1100	0.51	-3	5	8	0
1100	0.52	-3	5	8	0
1100	0.53	-3	5	8	0
1100	0.54	-3	5	8	0
1100	0.55	-3	5	8	0
1100	0.56	-3	5	8	0
1100	0.57	-3	5	8	0
1100	0.58	-3	5	8	0
1100	0.59	-3	5	8	0
1100	0.6	-3	5	8	0
1100	0.61	-3	5	8	0
1100	0.62	-3	5	8	0
1100	0.63	-3	5	8	0
1100	0.64	-3	5	8	0
1100	0.65	-3	5	8	0
1100	0.66	-3	5	8	0
1100	0.67	-3	5	8	0
1100	0.68	-3	5	8	0
1100	0.69	-3	5	8	0
1100	0.7	-3	5	8	0
1100	0.71	-3	5	8	0
1100	0.72	-3	5	8	0
1100	0.73	-2	5	7	0
1100	0.74	-2	5	7	0
1100	0.75	-2	5	7	0
1100	0.76	-2	5	7	0
1100	0.77	-2	5	7	0
1100	0.78	-2	5	7	0
1100	0.79	-2	5	7	0
1100	0.8	-2	5	7	0
1100	0.81	-2	5	7	0
1100	0.82	-2	5	7	0
1100	0.83	-2	5	7	0
1100	0.84	-2	5	7	0
1100	0.85	-2	5	7	0
1100	0.86	-2	5	7	0
1100	0.87	-2	5	7	0
1100	0.88	-2	5	7	0
1100	0.89	-2	5	7	0
1100	0.9	-2	5	7	0
1100	0.91	-2	5	7	0
1100	0.92	-2	5	7	0
1100	0.93	-4	3	7	2
1100	0.94	-5	1	6	4
1100	0.95	-3	1	4	4
1100	0.96	-3	1	4	4
1100	0.97	-3	1	4	4
1100	0.98	-3	1	4	4
1100	0.99	-2	1	3	4
1100	1.0	-2	1	3	4
1150	0.01	-10	5	15	0
1150	0.02	-7	5	12	0
1150	0.03	-7	5	12	0
1150	0.04	-6	5	11	0
1150	0.05	-5	5	10	0
1150	0.06	-5	5	10	0
1150	0.07	-4	5	9	0
1150	0.08	-4	5	9	0
1150	0.09	-4	5	9	0
1150	0.1	-4	5	9	0
1150	0.11	-4	5	9	0
1150	0.12	-4	5	9	0
1150	0.13	-4	5	9	0
1150	0.14	-4	5	9	0
1150	0.15	-4	5	9	0
1150	0.16	-4	5	9	0
1150	0.17	-4	5	9	0
1150	0.18	-4	5	9	0
1150	0.19	-4	5	9	0
1150	0.2	-4	5	9	0
1150	0.21	-4	5	9	0
1150	0.22	-4	5	9	0
1150	0.23	-4	5	9	0
1150	0.24	-4	5	9	0
1150	0.25	-4	5	9	0
1150	0.26	-4	5	9	0
1150	0.27	-3	5	8	0
1150	0.28	-3	5	8	0
1150	0.29	-3	5	8	0
1150	0.3	-3	5	8	0
1150	0.31	-3	5	8	0
1150	0.32	-3	5	8	0
1150	0.33	-3	5	8	0
1150	0.34	-3	5	8	0
1150	0.35	-3	5	8	0
1150	0.36	-3	5	8	0
1150	0.37	-3	5	8	0
1150	0.38	-3	5	8	0
1150	0.39	-3	5	8	0
1150	0.4	-3	5	8	0
1150	0.41	-2	5	7	0
1150	0.42	-1	5	6	0
1150	0.43	-1	5	6	0
1150	0.44	-1	5	6	0
1150	0.45	-1	5	6	0
1150	0.46	-1	5	6	0
1150	0.47	-1	5	6	0
1150	0.48	0	5	5	0
1150	0.49	0	5	5	0
1150	0.5	0	5	5	0
1150	0.51	0	5	5	0
1150	0.52	0	5	5	0
1150	0.53	0	5	5	0
1150	0.54	0	5	5	0
1150	0.55	0	5	5	0
1150	0.56	0	5	5	0
1150	0.57	0	5	5	0
1150	0.58	0	5	5	0
1150	0.59	0	5	5	0
1150	0.6	0	5	5	0
1150	0.61	0	5	5	0
1150	0.62	0	5	5	0
1150	0.63	0	5	5	0
1150	0.64	0	5	5	0
1150	0.65	0	5	5	0
1150	0.66	0	5	5	0
1150	0.67	0	5	5	0
1150	0.68	0	5	5	0
1150	0.69	0	5	5	0
1150	0.7	0	5	5	0
1150	0.71	0	5	5	0
1150	0.72	0	5	5	0
1150	0.73	1	5	4	0
1150	0.74	1	5	4	0
1150	0.75	1	5	4	0
1150	0.76	1	5	4	0
1150	0.77	1	5	4	0
1150	0.78	1	5	4	0
1150	0.79	1	5	4	0
1150	0.8	1	5	4	0
1150	0.81	1	5	4	0
1150	0.82	1	5	4	0
1150	0.83	1	5	4	0
1150	0.84	1	5	4	0
1150	0.85	1	5	4	0
1150	0.86	1	5	4	0
1150	0.87	1	5	4	0
1150	0.88	1	5	4	0
1150	0.89	1	5	4	0
1150	0.9	1	5	4	0
1150	0.91	1	5	4	0
1150	0.92	1	5	4	0
1150	0.93	-1	3	4	2
1150	0.94	-2	1	3	4
1150	0.95	-1	1	2	4
1150	0.96	-1	1	2	4
1150	0.97	-1	1	2	4
1150	0.98	-1	1	2	4
1150	0.99	-1	0	1	5
1150	1.0	-1	0	1	5
1200	0.01	-10	5	15	0
1200	0.02	-7	5	12	0
1200	0.03	-7	5	12	0
1200	0.04	-6	5	11	0
1200	0.05	-5	5	10	0
1200	0.06	-5	5	10	0
1200	0.07	-4	5	9	0
1200	0.08	-4	5	9	0
1200	0.09	-4	5	9	0
1200	0.1	-4	5	9	0
1200	0.11	-4	5	9	0
1200	0.12	-4	5	9	0
1200	0.13	-4	5	9	0
1200	0.14	-4	5	9	0
1200	0.15	-4	5	9	0
1200	0.16	-4	5	9	0
1200	0.17	-4	5	9	0
1200	0.18	-4	5	9	0
1200	0.19	-4	5	9	0
1200	0.2	-4	5	9	0
1200	0.21	-4	5	9	0
1200	0.22	-4	5	9	0
1200	0.23	-4	5	9	0
1200	0.24	-4	5	9	0
1200	0.25	-4	5	9	0
1200	0.26	-4	5	9	0
1200	0.27	-3	5	8	0
1200	0.28	-3	5	8	0
1200	0.29	-3	5	8	0
1200	0.3	-3	5	8	0
1200	0.31	-3	5	8	0
1200	0.32	-3	5	8	0
1200	0.33	-3	5	8	0
1200	0.34	-3	5	8	0
1200	0.35	-3	5	8	0
1200	0.36	-3	5	8	0
1200	0.37	-3	5	8	0
1200	0.38	-3	5	8	0
1200	0.39	-3	5	8	0
1200	0.4	-3	5	8	0
1200	0.41	-2	5	7	0
1200	0.42	-1	5	6	0
1200	0.43	-1	5	6	0
1200	0.44	-1	5	6	0
1200	0.45	-1	5	6	0
1200	0.46	-1	5	6	0
1200	0.47	-1	5	6	0
1200	0.48	0	5	5	0
1200	0.49	0	5	5	0
1200	0.5	0	5	5	0
1200	0.51	0	5	5	0
1200	0.52	0	5	5	0
1200	0.53	0	5	5	0
1200	0.54	0	5	5	0
1200	0.55	0	5	5	0
1200	0.56	0	5	5	0
1200	0.57	0	5	5	0
1200	0.58	0	5	5	0
1200	0.59	0	5	5	0
1200	0.6	0	5	5	0
1200	0.61	0	5	5	0
1200	0.62	0	5	5	0
1200	0.63	0	5	5	0
1200	0.64	0	5	5	0
1200	0.65	0	5	5	0
1200	0.66	0	5	5	0
1200	0.67	0	5	5	0
1200	0.68	0	5	5	0
1200	0.69	0	5	5	0
1200	0.7	0	5	5	0
1200	0.71	0	5	5	0
1200	0.72	0	5	5	0
1200	0.73	1	5	4	0
1200	0.74	1	5	4	0
1200	0.75	1	5	4	0
1200	0.76	1	5	4	0
1200	0.77	1	5	4	0
1200	0.78	1	5	4	0
1200	0.79	1	5	4	0
1200	0.8	1	5	4	0
1200	0.81	1	5	4	0
1200	0.82	1	5	4	0
1200	0.83	1	5	4	0
1200	0.84	1	5	4	0
1200	0.85	1	5	4	0
1200	0.86	1	5	4	0
1200	0.87	1	5	4	0
1200	0.88	1	5	4	0
1200	0.89	1	5	4	0
1200	0.9	1	5	4	0
1200	0.91	1	5	4	0
1200	0.92	1	5	4	0
1200	0.93	-1	3	4	2
1200	0.94	-2	1	3	4
1200	0.95	-1	1	2	4
1200	0.96	-1	1	2	4
1200	0.97	-1	1	2	4
1200	0.98	-1	1	2	4
1200	0.99	-1	0	1	5
1200	1.0	-1	0	1	5
1250	0.01	-10	5	15	0
1250	0.02	-7	5	12	0
1250	0.03	-7	5	12	0
1250	0.04	-6	5	11	0
1250	0.05	-5	5	10	0
1250	0.06	-5	5	10	0
1250	0.07	-4	5	9	0
1250	0.08	-4	5	9	0
1250	0.09	-4	5	9	0
1250	0.1	-4	5	9	0
1250	0.11	-4	5	9	0
1250	0.12	-4	5	9	0
1250	0.13	-4	5	9	0
1250	0.14	-4	5	9	0
1250	0.15	-4	5	9	0
1250	0.16	-4	5	9	0
1250	0.17	-4	5	9	0
1250	0.18	-4	5	9	0
1250	0.19	-4	5	9	0
1250	0.2	-4	5	9	0
1250	0.21	-4	5	9	0
1250	0.22	-4	5	9	0
1250	0.23	-4	5	9	0
1250	0.24	-4	5	9	0
1250	0.25	-4	5	9	0
1250	0.26	-4	5	9	0
1250	0.27	-3	5	8	0
1250	0.28	-3	5	8	0
1250	0.29	-3	5	8	0
1250	0.3	-3	5	8	0
1250	0.31	-3	5	8	0
1250	0.32	-3	5	8	0
1250	0.33	-3	5	8	0
1250	0.34	-3	5	8	0
1250	0.35	-3	5	8	0
1250	0.36	-3	5	8	0
1250	0.37	-3	5	8	0
1250	0.38	-3	5	8	0
1250	0.39	-3	5	8	0
1250	0.4	-3	5	8	0
1250	0.41	-2	5	7	0
1250	0.42	-1	5	6	0
1250	0.43	-1	5	6	0
1250	0.44	-1	5	6	0
1250	0.45	-1	5	6	0
1250	0.46	-1	5	6	0
1250	0.47	-1	5	6	0
1250	0.48	0	5	5	0
1250	0.49	0	5	5	0
1250	0.5	0	5	5	0
1250	0.51	0	5	5	0
1250	0.52	0	5	5	0
1250	0.53	0	5	5	0
1250	0.54	0	5	5	0
1250	0.55	0	5	5	0
1250	0.56	0	5	5	0
1250	0.57	0	5	5	0
1250	0.58	0	5	5	0
1250	0.59	0	5	5	0
1250	0.6	0	5	5	0
1250	0.61	0	5	5	0
1250	0.62	0	5	5	0
1250	0.63	0	5	5	0
1250	0.64	0	5	5	0
1250	0.65	0	5	5	0
1250	0.66	0	5	5	0
1250	0.67	0	5	5	0
1250	0.68	0	5	5	0
1250	0.69	0	5	5	0
1250	0.7	0	5	5	0
1250	0.71	0	5	5	0
1250	0.72	0	5	5	0
1250	0.73	1	5	4	0
1250	0.74	1	5	4	0
1250	0.75	1	5	4	0
1250	0.76	1	5	4	0
1250	0.77	1	5	4	0
1250	0.78	1	5	4	0
1250	0.79	1	5	4	0
1250	0.8	1	5	4	0
1250	0.81	1	5	4	0
1250	0.82	1	5	4	0
1250	0.83	1	5	4	0
1250	0.84	1	5	4	0
1250	0.85	1	5	4	0
1250	0.86	1	5	4	0
1250	0.87	1	5	4	0
1250	0.88	1	5	4	0
1250	0.89	1	5	4	0
1250	0.9	1	5	4	0
1250	0.91	1	5	4	0
1250	0.92	1	5	4	0
1250	0.93	-1	3	4	2
1250	0.94	-2	1	3	4
1250	0.95	-1	1	2	4
1250	0.96	-1	1	2	4
1250	0.97	-1	1	2	4
1250	0.98	-1	1	2	4
1250	0.99	-1	0	1	5
1250	1.0	-1	0	1	5
1300	0.01	-10	5	15	0
1300	0.02	-7	5	12	0
1300	0.03	-7	5	12	0
1300	0.04	-6	5	11	0
1300	0.05	-5	5	10	0
1300	0.06	-5	5	10	0
1300	0.07	-4	5	9	0
1300	0.08	-4	5	9	0
1300	0.09	-4	5	9	0
1300	0.1	-4	5	9	0
1300	0.11	-4	5	9	0
1300	0.12	-4	5	9	0
1300	0.13	-4	5	9	0
1300	0.14	-4	5	9	0
1300	0.15	-4	5	9	0
1300	0.16	-4	5	9	0
1300	0.17	-4	5	9	0
1300	0.18	-4	5	9	0
1300	0.19	-4	5	9	0
1300	0.2	-4	5	9	0
1300	0.21	-4	5	9	0
1300	0.22	-4	5	9	0
1300	0.23	-4	5	9	0
1300	0.24	-4	5	9	0
1300	0.25	-4	5	9	0
1300	0.26	-4	5	9	0
1300	0.27	-3	5	8	0
1300	0.28	-3	5	8	0
1300	0.29	-3	5	8	0
1300	0.3	-3	5	8	0
1300	0.31	-3	5	8	0
1300	0.32	-3	5	8	0
1300	0.33	-3	5	8	0
1300	0.34	-3	5	8	0
1300	0.35	-3	5	8	0
1300	0.36	-3	5	8	0
1300	0.37	-3	5	8	0
1300	0.38	-3	5	8	0
1300	0.39	-3	5	8	0
1300	0.4	-3	5	8	0
1300	0.41	-2	5	7	0
1300	0.42	-1	5	6	0
1300	0.43	-1	5	6	0
1300	0.44	-1	5	6	0
1300	0.45	-1	5	6	0
1300	0.46	-1	5	6	0
1300	0.47	-1	5	6	0
1300	0.48	0	5	5	0
1300	0.49	0	5	5	0
1300	0.5	0	5	5	0
1300	0.51	0	5	5	0
1300	0.52	0	5	5	0
1300	0.53	0	5	5	0
1300	0.54	0	5	5	0
1300	0.55	0	5	5	0
1300	0.56	0	5	5	0
1300	0.57	0	5	5	0
1300	0.58	0	5	5	0
1300	0.59	0	5	5	0
1300	0.6	0	5	5	0
1300	0.61	0	5	5	0
1300	0.62	0	5	5	0
1300	0.63	0	5	5	0
1300	0.64	0	5	5	0
1300	0.65	0	5	5	0
1300	0.66	0	5	5	0
1300	0.67	0	5	5	0
1300	0.68	0	5	5	0
1300	0.69	0	5	5	0
1300	0.7	0	5	5	0
1300	0.71	0	5	5	0
1300	0.72	0	5	5	0
1300	0.73	1	5	4	0
1300	0.74	1	5	4	0
1300	0.75	1	5	4	0
1300	0.76	1	5	4	0
1300	0.77	1	5	4	0
1300	0.78	1	5	4	0
1300	0.79	1	5	4	0
1300	0.8	1	5	4	0
1300	0.81	1	5	4	0
1300	0.82	1	5	4	0
1300	0.83	1	5	4	0
1300	0.84	1	5	4	0
1300	0.85	1	5	4	0
1300	0.86	1	5	4	0
1300	0.87	1	5	4	0
1300	0.88	1	5	4	0
1300	0.89	1	5	4	0
1300	0.9	1	5	4	0
1300	0.91	1	5	4	0
1300	0.92	1	5	4	0
1300	0.93	-1	3	4	2
1300	0.94	-2	1	3	4
1300	0.95	-1	1	2	4
1300	0.96	-1	1	2	4
1300	0.97	-1	1	2	4
1300	0.98	-1	1	2	4
1300	0.99	-1	0	1	5
1300	1.0	-1	0	1	5
1350	0.01	-10	5	15	0
1350	0.02	-7	5	12	0
1350	0.03	-7	5	12	0
1350	0.04	-6	5	11	0
1350	0.05	-5	5	10	0
1350	0.06	-5	5	10	0
1350	0.07	-4	5	9	0
1350	0.08	-4	5	9	0
1350	0.09	-4	5	9	0
1350	0.1	-4	5	9	0
1350	0.11	-4	5	9	0
1350	0.12	-4	5	9	0
1350	0.13	-4	5	9	0
1350	0.14	-4	5	9	0
1350	0.15	-4	5	9	0
1350	0.16	-4	5	9	0
1350	0.17	-4	5	9	0
1350	0.18	-4	5	9	0
1350	0.19	-4	5	9	0
1350	0.2	-4	5	9	0
1350	0.21	-4	5	9	0
1350	0.22	-4	5	9	0
1350	0.23	-4	5	9	0
1350	0.24	-4	5	9	0
1350	0.25	-4	5	9	0
1350	0.26	-4	5	9	0
1350	0.27	-3	5	8	0
1350	0.28	-3	5	8	0
1350	0.29	-3	5	8	0
1350	0.3	-3	5	8	0
1350	0.31	-3	5	8	0
1350	0.32	-3	5	8	0
1350	0.33	-3	5	8	0
1350	0.34	-3	5	8	0
1350	0.35	-3	5	8	0
1350	0.36	-3	5	8	0
1350	0.37	-3	5	8	0
1350	0.38	-3	5	8	0
1350	0.39	-3	5	8	0
1350	0.4	-3	5	8	0
1350	0.41	-2	5	7	0
1350	0.42	-1	5	6	0
1350	0.43	-1	5	6	0
1350	0.44	-1	5	6	0
1350	0.45	-1	5	6	0
1350	0.46	-1	5	6	0
1350	0.47	-1	5	6	0
1350	0.48	0	5	5	0
1350	0.49	0	5	5	0
1350	0.5	0	5	5	0
1350	0.51	0	5	5	0
1350	0.52	0	5	5	0
1350	0.53	0	5	5	0
1350	0.54	0	5	5	0
1350	0.55	0	5	5	0
1350	0.56	0	5	5	0
1350	0.57	0	5	5	0
1350	0.58	0	5	5	0
1350	0.59	0	5	5	0
1350	0.6	0	5	5	0
1350	0.61	0	5	5	0
1350	0.62	0	5	5	0
1350	0.63	0	5	5	0
1350	0.64	0	5	5	0
1350	0.65	0	5	5	0
1350	0.66	0	5	5	0
1350	0.67	0	5	5	0
1350	0.68	0	5	5	0
1350	0.69	0	5	5	0
1350	0.7	0	5	5	0
1350	0.71	0	5	5	0
1350	0.72	0	5	5	0
1350	0.73	1	5	4	0
1350	0.74	1	5	4	0
1350	0.75	1	5	4	0
1350	0.76	1	5	4	0
1350	0.77	1	5	4	0
1350	0.78	1	5	4	0
1350	0.79	1	5	4	0
1350	0.8	1	5	4	0
1350	0.81	1	5	4	0
1350	0.82	1	5	4	0
1350	0.83	1	5	4	0
1350	0.84	1	5	4	0
1350	0.85	1	5	4	0
1350	0.86	1	5	4	0
1350	0.87	1	5	4	0
1350	0.88	1	5	4	0
1350	0.89	1	5	4	0
1350	0.9	1	5	4	0
1350	0.91	1	5	4	0
1350	0.92	1	5	4	0
1350	0.93	-1	3	4	2
1350	0.94	-2	1	3	4
1350	0.95	-1	1	2	4
1350	0.96	-1	1	2	4
1350	0.97	-1	1	2	4
1350	0.98	-1	1	2	4
1350	0.99	-1	0	1	5
1350	1.0	-1	0	1	5
1400	0.01	-10	5	15	0
1400	0.02	-7	5	12	0
1400	0.03	-7	5	12	0
1400	0.04	-6	5	11	0
1400	0.05	-5	5	10	0
1400	0.06	-5	5	10	0
1400	0.07	-4	5	9	0
1400	0.08	-4	5	9	0
1400	0.09	-4	5	9	0
1400	0.1	-4	5	9	0
1400	0.11	-4	5	9	0
1400	0.12	-4	5	9	0
1400	0.13	-4	5	9	0
1400	0.14	-4	5	9	0
1400	0.15	-4	5	9	0
1400	0.16	-4	5	9	0
1400	0.17	-4	5	9	0
